,date,day,month,name,source,title,urlToImage,year,emotions,happy,sad,angry,fear,surprise,disgust,neutral
20,2020-10-17,17.0,10.0,Donald Trump,Associated Press,"Trump on defense, courting two must-win states...",https://storage.googleapis.com/afs-prod/media/8dd571b8d2fd41c4ada63703cc6af7c4/3000.jpeg,2020.0,True,0.0,0.1899999976158142,0.47999998927116394,0.029999999329447746,0.009999999776482582,0.0,0.28999999165534973
21,2020-11-6,6.0,11.0,Joe Biden,Associated Press,BRINK OF VICTORY,https://storage.googleapis.com/afs-prod/media/c0f23212cd0d43f39688c21b52afc1b8/3000.jpeg,2020.0,True,0.019999999552965164,0.7200000286102295,0.05000000074505806,0.03999999910593033,0.05000000074505806,0.0,0.12999999523162842
22,2020-10-8,8.0,10.0,Donald Trump,Associated Press,"Friction Growing Between President, AG...",https://storage.googleapis.com/afs-prod/media/ba53253e145a48e3a7c930db77199dee/3000.jpeg,2020.0,True,0.10000000149011612,0.38999998569488525,0.05999999865889549,0.07000000029802322,0.029999999329447746,0.0,0.3499999940395355
23,2020-10-12,12.0,10.0,Joe Biden,Associated Press,500 HOURS UNTIL VOTE,https://storage.googleapis.com/afs-prod/media/9ba1776940644c51b7afb6d101e75a3d/3000.jpeg,2020.0,True,0.0,0.8799999952316284,0.05999999865889549,0.05000000074505806,0.009999999776482582,0.0,0.0
24,2020-10-11,11.0,10.0,Donald Trump,Associated Press,COMEBACK FOR HIS LIFE!,https://storage.googleapis.com/afs-prod/media/80dfed9ae2424c9abf874c1db691a083/3000.jpeg,2020.0,True,0.05000000074505806,0.7799999713897705,0.019999999552965164,0.019999999552965164,0.0,0.009999999776482582,0.11999999731779099
25,2020-10-29,29.0,10.0,Donald Trump,Associated Press,Wisconsin Republican Party says 'hackers' stole $2.3 million...,https://storage.googleapis.com/afs-prod/media/7845cf285dc54d9eb73cfc727d2d81df/3000.jpeg,2020.0,True,0.009999999776482582,0.8799999952316284,0.029999999329447746,0.019999999552965164,0.009999999776482582,0.009999999776482582,0.03999999910593033
26,2020-10-22,22.0,10.0,Joe Biden,Associated Press,Road to 270: Best path...,https://storage.googleapis.com/afs-prod/media/92b28b7a6dc648e28fe2f73e303157a8/3000.jpeg,2020.0,True,0.0,0.6600000262260437,0.07000000029802322,0.0,0.0,0.0,0.27000001072883606
27,2020-10-20,20.0,10.0,Joe Biden,Axios,Microphones will be muted during parts of Thursday's presidential debate,https://images.axios.com/0AnLFuQrwq4BTspeQw6_3_J65gw=/fit-in/1366x1366/2020/10/19/1603151589050.jpg,2020.0,True,0.0,0.6499999761581421,0.20999999344348907,0.009999999776482582,0.029999999329447746,0.009999999776482582,0.09000000357627869
28,2020-10-20,20.0,10.0,Donald Trump,Axios,Microphones will be muted during parts of Thursday's presidential debate,https://images.axios.com/0AnLFuQrwq4BTspeQw6_3_J65gw=/fit-in/1366x1366/2020/10/19/1603151589050.jpg,2020.0,True,0.0,0.38999998569488525,0.41999998688697815,0.10000000149011612,0.0,0.009999999776482582,0.09000000357627869
29,2020-10-7,7.0,10.0,Donald Trump,Axios,Why Trump dumped stimulus negotiations,https://images.axios.com/4i_eoekpsC-HogqNknJ_lqDIvLs=/fit-in/1366x1366/2020/10/07/1602070631545.jpg,2020.0,True,0.0,0.5699999928474426,0.3400000035762787,0.05999999865889549,0.0,0.009999999776482582,0.029999999329447746
30,2020-10-23,23.0,10.0,Joe Biden,Axios,"Finally, a real debate",https://images.axios.com/azF_AD_rZgvTZLRla_pZWAQj5qY=/fit-in/1366x1366/2020/10/23/1603421786560.jpg,2020.0,True,0.1899999976158142,0.36000001430511475,0.14000000059604645,0.1599999964237213,0.029999999329447746,0.019999999552965164,0.10000000149011612
31,2020-10-6,6.0,10.0,Donald Trump,Axios,"Trump, still infected with the coronavirus, says: ""Maybe I'm immune""",https://images.axios.com/zITgBSR9N2GViu_9PlHjrxolKTM=/fit-in/1366x1366/2020/10/06/1601942579700.png,2020.0,False,,,,,,,
32,2020-11-4,4.0,11.0,Donald Trump,Axios,Trump will emerge more powerful than ever inside the GOP no matter the result,https://images.axios.com/1vpBmfGkAqOWobCEv5m835fje8A=/fit-in/1366x1366/2020/11/04/1604512788260.jpg,2020.0,True,0.0,0.4300000071525574,0.3499999940395355,0.10000000149011612,0.019999999552965164,0.0,0.09000000357627869
33,2020-10-25,25.0,10.0,Donald Trump,Axios,Where Trump and his inner circle plan to spend election night,https://images.axios.com/eSArO2aspm3M0ONX5hC55eMO5Rw=/fit-in/1366x1366/2020/10/25/1603658439991.jpg,2020.0,True,0.9700000286102295,0.0,0.009999999776482582,0.0,0.0,0.0,0.019999999552965164
34,2020-10-7,7.0,10.0,Joe Biden,Axios,Biden campaign resumes negative ads against Trump,https://images.axios.com/zMJOy_8yaLgNKooPhFLqiX8X3yE=/fit-in/1366x1366/2020/10/07/1602107278320.jpg,2020.0,True,0.0,0.5699999928474426,0.1899999976158142,0.10000000149011612,0.0,0.009999999776482582,0.12999999523162842
35,2020-10-7,7.0,10.0,Donald Trump,Axios,Biden campaign resumes negative ads against Trump,https://images.axios.com/zMJOy_8yaLgNKooPhFLqiX8X3yE=/fit-in/1366x1366/2020/10/07/1602107278320.jpg,2020.0,True,0.03999999910593033,0.09000000357627869,0.009999999776482582,0.009999999776482582,0.03999999910593033,0.0,0.800000011920929
36,2020-10-24,24.0,10.0,Donald Trump,Axios,"SurveyMonkey poll: Trump improves, but not enough",https://images.axios.com/PND2sLTIlmEDIc44Hd2a_zTGBnA=/fit-in/1366x1366/2020/10/24/1603499977134.jpg,2020.0,True,0.0,0.6100000143051147,0.23000000417232513,0.05000000074505806,0.0,0.0,0.10000000149011612
37,2020-10-24,24.0,10.0,Joe Biden,Axios,"SurveyMonkey poll: Trump improves, but not enough",https://images.axios.com/PND2sLTIlmEDIc44Hd2a_zTGBnA=/fit-in/1366x1366/2020/10/24/1603499977134.jpg,2020.0,True,0.0,0.9200000166893005,0.05000000074505806,0.009999999776482582,0.0,0.0,0.009999999776482582
38,2020-11-4,4.0,11.0,Joe Biden,Axios,Trump falsely and prematurely claims election victory,https://images.axios.com/QGVZ8qPxwEXqiIqAss_kxlZ1EWQ=/fit-in/1366x1366/2020/11/04/1604476139647.jpg,2020.0,True,0.20000000298023224,0.14000000059604645,0.11999999731779099,0.07000000029802322,0.019999999552965164,0.009999999776482582,0.4399999976158142
39,2020-11-4,4.0,11.0,Donald Trump,Axios,Trump falsely and prematurely claims election victory,https://images.axios.com/QGVZ8qPxwEXqiIqAss_kxlZ1EWQ=/fit-in/1366x1366/2020/11/04/1604476139647.jpg,2020.0,True,0.0,0.5600000023841858,0.1599999964237213,0.15000000596046448,0.009999999776482582,0.0,0.10999999940395355
40,2020-11-4,4.0,11.0,Donald Trump,Axios,Trump falsely and prematurely claims election victory,https://images.axios.com/QGVZ8qPxwEXqiIqAss_kxlZ1EWQ=/fit-in/1366x1366/2020/11/04/1604476139647.jpg,2020.0,True,0.009999999776482582,0.27000001072883606,0.550000011920929,0.07000000029802322,0.0,0.09000000357627869,0.019999999552965164
41,2020-11-4,4.0,11.0,Donald Trump,Axios,Podcast: What happens next in Wisconsin,https://images.axios.com/d4PDy5Ry7bXfq7gAJxud9TM02Ok=/fit-in/1366x1366/2020/11/04/1604519577211.jpg,2020.0,True,0.8799999952316284,0.009999999776482582,0.009999999776482582,0.0,0.0,0.0,0.09000000357627869
42,2020-10-23,23.0,10.0,Donald Trump,Axios,Trump removes Sudan from state sponsors of terrorism list,https://images.axios.com/wJc8Rsv5Dmzonmjp1jz-yP-2TJw=/fit-in/1366x1366/2020/10/23/1603462082689.jpg,2020.0,True,0.0,0.8100000023841858,0.14000000059604645,0.029999999329447746,0.0,0.009999999776482582,0.009999999776482582
43,2020-10-8,8.0,10.0,Donald Trump,Axios,Report: Trump required Walter Reed staff to sign NDAs last year,https://images.axios.com/HgmfOSDym9c41cwUzjB__Fy6Wwo=/fit-in/1366x1366/2020/10/08/1602156719635.jpg,2020.0,True,0.0,0.3799999952316284,0.1599999964237213,0.2199999988079071,0.029999999329447746,0.0,0.20999999344348907
44,2020-10-5,5.0,10.0,Donald Trump,Axios,Trump walks into White House without mask after leaving Walter Reed,https://images.axios.com/rX_Wi7y7hpWYI09WCvTtpSjr1IY=/fit-in/1366x1366/2020/10/05/1601940309299.jpg,2020.0,True,0.0,0.23000000417232513,0.3700000047683716,0.07999999821186066,0.0,0.0,0.3100000023841858
45,2020-10-6,6.0,10.0,Joe Biden,Axios,Joe Biden: I wasn't surprised Trump got the coronavirus,https://images.axios.com/uzz3tZZWvHo8qMuCdctBZ2mR69o=/fit-in/1366x1366/2020/10/06/1601943623149.jpg,2020.0,True,0.0,0.6700000166893005,0.09000000357627869,0.05999999865889549,0.029999999329447746,0.0,0.15000000596046448
46,2020-10-11,11.0,10.0,Donald Trump,Axios,Trump wants nuclear accord with Putin by election,https://images.axios.com/aGWr9uC_IQMrmIdlfPN4S5Gg3w8=/fit-in/1366x1366/2020/10/11/1602445861404.jpg,2020.0,True,0.0,0.1899999976158142,0.3499999940395355,0.029999999329447746,0.009999999776482582,0.0,0.4300000071525574
47,2020-10-23,23.0,10.0,Joe Biden,Breitbart News,"Joe Biden: Donald Trump a 'Very Confused Guy, Thinks He's Running Against Someone Else'",https://media.breitbart.com/media/2020/10/Biden-Checks-Watch-During-Debate-640x335.jpg,2020.0,True,0.009999999776482582,0.6399999856948853,0.10999999940395355,0.03999999910593033,0.0,0.0,0.20000000298023224
48,2020-10-23,23.0,10.0,Donald Trump,Breitbart News,Trump: 'Nobody Has Done More for the Black Community than Donald Trump',https://media.breitbart.com/media/2020/10/Donald-Trump-Alice-Johnson-etc-First-Step-Act-getty-640x335.jpg,2020.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2020-11-1,1.0,11.0,Donald Trump,Breitbart News,Carney: 6 American Manufacturing Victories Under Trump,https://media.breitbart.com/media/2020/03/JCNsmallbiztrump1-640x335.jpg,2020.0,True,0.25,0.25,0.11999999731779099,0.009999999776482582,0.0,0.009999999776482582,0.36000001430511475
50,2020-10-18,18.0,10.0,Donald Trump,Breitbart News,Scotland Approves Second Trump Golf Course,https://media.breitbart.com/media/2020/10/trump-scotland-640x335.png,2020.0,True,0.550000011920929,0.029999999329447746,0.10000000149011612,0.009999999776482582,0.0,0.0,0.3100000023841858
51,2020-10-20,20.0,10.0,Donald Trump,Breitbart News,***Live Updates*** Trump Holds Pennsylvania Rally,https://media.breitbart.com/media/2020/10/GettyImages-1057825656-640x335.jpg,2020.0,True,0.019999999552965164,0.15000000596046448,0.33000001311302185,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.4699999988079071
52,2020-10-20,20.0,10.0,Donald Trump,Breitbart News,***Live Updates*** Trump Holds Pennsylvania Rally,https://media.breitbart.com/media/2020/10/GettyImages-1057825656-640x335.jpg,2020.0,True,0.029999999329447746,0.5099999904632568,0.18000000715255737,0.15000000596046448,0.0,0.0,0.11999999731779099
53,2020-10-19,19.0,10.0,Donald Trump,Breitbart News,"Watch Live: President Donald Trump Speaks at Campaign Rally in Tucson, Arizona",https://media.breitbart.com/media/2020/09/Trump-Rally-Nobel-Peace-Prize-640x335.jpg,2020.0,True,0.03999999910593033,0.5600000023841858,0.28999999165534973,0.05999999865889549,0.03999999910593033,0.0,0.019999999552965164
54,2020-11-2,2.0,11.0,Donald Trump,Breitbart News,"Watch Live: Donald Trump Hosts a Campaign Rally in Rome, Georgia",https://media.breitbart.com/media/2019/02/Donald-Trump-2.jpg,2020.0,True,0.0,0.6499999761581421,0.07000000029802322,0.12999999523162842,0.0,0.0,0.15000000596046448
55,2020-10-16,16.0,10.0,Joe Biden,Breitbart News,"Hayward: Biden Repeats ‘Russian Bounties’ Lie, Outrages Eastern Europe in Town Hall",https://media.breitbart.com/media/2020/10/AP_20284768352071-640x335.jpg,2020.0,True,0.009999999776482582,0.8100000023841858,0.029999999329447746,0.019999999552965164,0.0,0.0,0.14000000059604645
56,2020-10-23,23.0,10.0,Joe Biden,Breitbart News,Fact Check: Donald Trump Says Joe Biden's Brother 'Made Money in Iraq',https://media.breitbart.com/media/2020/03/AP_111013123638-640x335.jpg,2020.0,True,0.0,0.5099999904632568,0.10999999940395355,0.07999999821186066,0.0,0.0,0.30000001192092896
57,2020-10-23,23.0,10.0,Donald Trump,Breitbart News,Fact Check: Trump Accurately Said Virus Spike Dropped After Moderator Said U.S. Heading into 'Dangerous' Phase,https://media.breitbart.com/media/2020/10/GettyImages-1281736141-640x335.png,2020.0,True,0.0,0.09000000357627869,0.7599999904632568,0.10999999940395355,0.009999999776482582,0.019999999552965164,0.009999999776482582
58,2020-11-2,2.0,11.0,Donald Trump,Breitbart News,"Election Eve Pennsylvania Poll: Donald Trump 47.8%, Joe Biden 45.9%",https://media.breitbart.com/media/2020/10/Trump-Pennsylvania-640x335.jpg,2020.0,True,0.0,0.5699999928474426,0.1599999964237213,0.20000000298023224,0.05000000074505806,0.0,0.009999999776482582
59,2020-11-2,2.0,11.0,Donald Trump,Breitbart News,Donald Trump on Massive Rallies: 'I Do This Without a Guitar',https://media.breitbart.com/media/2020/10/GettyImages-1189518147-640x335.jpg,2020.0,True,0.4399999976158142,0.25999999046325684,0.07000000029802322,0.029999999329447746,0.0,0.0,0.1899999976158142
60,2020-10-9,9.0,10.0,Donald Trump,Breitbart News,Poll: Donald Trump Takes Lead over Joe Biden in Arizona,https://media.breitbart.com/media/2020/09/Trump-palm-up-Biden-wink-combo-getty-640x335.jpg,2020.0,True,0.0,0.30000001192092896,0.23000000417232513,0.3700000047683716,0.05999999865889549,0.0,0.03999999910593033
61,2020-10-9,9.0,10.0,Joe Biden,Breitbart News,Poll: Donald Trump Takes Lead over Joe Biden in Arizona,https://media.breitbart.com/media/2020/09/Trump-palm-up-Biden-wink-combo-getty-640x335.jpg,2020.0,True,0.0,0.2800000011920929,0.07999999821186066,0.4099999964237213,0.20999999344348907,0.0,0.019999999552965164
62,2020-11-2,2.0,11.0,Donald Trump,Breitbart News,Fact Check: Kamala Harris Claims Trump Has ‘No Record to Run On’,https://media.breitbart.com/media/2018/10/lincoln-TR-trump-FDR-reagan-getty-wikimedia.jpg,2020.0,False,,,,,,,
63,2020-10-23,23.0,10.0,Donald Trump,Breitbart News,Trump: Biden 'Thought I Should Not Have Closed the Border' at Coronavirus Peak,https://media.breitbart.com/media/2020/10/Trump-China-debate-640x335.jpg,2020.0,True,0.009999999776482582,0.3700000047683716,0.5199999809265137,0.05000000074505806,0.0,0.0,0.03999999910593033
64,2020-10-8,8.0,10.0,Donald Trump,Breitbart News,"Poll: Joe Biden, Donald Trump Statistically Tied in Arizona",https://media.breitbart.com/media/2020/10/AP_20274090656460-640x335.jpg,2020.0,True,0.009999999776482582,0.7300000190734863,0.07999999821186066,0.05000000074505806,0.0,0.0,0.11999999731779099
65,2020-10-20,20.0,10.0,Donald Trump,Breitbart News,"Florida Poll: Joe Biden, Donald Trump Statistically Tied in the Sunshine State",https://media.breitbart.com/media/2020/06/AP_20157633950602-640x335.jpg,2020.0,True,0.0,0.7900000214576721,0.05999999865889549,0.10999999940395355,0.0,0.0,0.03999999910593033
66,2020-10-20,20.0,10.0,Donald Trump,Buzzfeed,"Former Trump Supporters Are Revealing Their ""Breaking Points"" And Why They Won't Vote For Him In 2020","https://img.buzzfeed.com/buzzfeed-static/static/2020-10/20/0/enhanced/98b26e9effa4/original-677-1603155266-19.jpg?crop=1670:874;15,2%26downsize=1250:*",2020.0,True,0.0,0.699999988079071,0.12999999523162842,0.17000000178813934,0.0,0.0,0.0
67,2020-10-20,20.0,10.0,Donald Trump,Buzzfeed,"Former Trump Supporters Are Revealing Their ""Breaking Points"" And Why They Won't Vote For Him In 2020","https://img.buzzfeed.com/buzzfeed-static/static/2020-10/20/0/enhanced/98b26e9effa4/original-677-1603155266-19.jpg?crop=1670:874;15,2%26downsize=1250:*",2020.0,True,0.0,0.5899999737739563,0.14000000059604645,0.05999999865889549,0.0,0.009999999776482582,0.20000000298023224
68,2020-10-23,23.0,10.0,Donald Trump,Buzzfeed,15 Celebrity Reactions To The Final Presidential Debate,"https://img.buzzfeed.com/buzzfeed-static/static/2020-10/23/17/enhanced/92dd0c2927ba/original-439-1603473334-16.png?crop=1221:638;28,83%26downsize=1250:*",2020.0,True,0.0,0.20000000298023224,0.5799999833106995,0.18000000715255737,0.009999999776482582,0.0,0.029999999329447746
69,2020-10-24,24.0,10.0,Joe Biden,Buzzfeed,I Am Curious If You Prefer Joe Biden Or Donald Trump In These Different Scenarios,"https://img.buzzfeed.com/buzzfeed-static/static/2020-10/23/18/enhanced/d6a1e4a686d8/original-526-1603476063-30.jpg?crop=1247:652;0,89%26downsize=1250:*",2020.0,True,0.8899999856948853,0.009999999776482582,0.009999999776482582,0.0,0.019999999552965164,0.0,0.07000000029802322
70,2020-10-24,24.0,10.0,Donald Trump,Buzzfeed,I Am Curious If You Prefer Joe Biden Or Donald Trump In These Different Scenarios,"https://img.buzzfeed.com/buzzfeed-static/static/2020-10/23/18/enhanced/d6a1e4a686d8/original-526-1603476063-30.jpg?crop=1247:652;0,89%26downsize=1250:*",2020.0,True,0.23000000417232513,0.11999999731779099,0.029999999329447746,0.0,0.009999999776482582,0.0,0.6100000143051147
71,2020-10-6,6.0,10.0,Donald Trump,Buzzfeed,Trump Is Sick. We're Still Trying To Figure Out How Sick He Is.,"https://img.buzzfeed.com/buzzfeed-static/static/2020-10/6/21/enhanced/748327a98064/original-10498-1602019268-8.jpg?crop=1246:652;0,26%26downsize=1250:*",2020.0,True,0.0,0.07000000029802322,0.09000000357627869,0.019999999552965164,0.009999999776482582,0.0,0.8100000023841858
72,2020-11-4,4.0,11.0,Donald Trump,Buzzfeed,Listen: Lil Wayne Was Dumped For Endorsing Trump. So Maybe That’s Justice.,https://img.buzzfeed.com/buzzfeed-static/static/2020-11/4/22/campaign_images/88297f9c97fa/listen-lil-wayne-was-dumped-for-endorsing-trump-s-2-4084-1604529497-11_dblbig.jpg,2020.0,True,0.0,0.17000000178813934,0.5099999904632568,0.2199999988079071,0.05999999865889549,0.0,0.029999999329447746
73,2020-10-12,12.0,10.0,Donald Trump,Buzzfeed,Listen: White House Correspondent Is A Dangerous Job Under Trump,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/12/22/campaign_images/457d4b512124/listen-white-house-correspondent-is-a-dangerous-j-2-941-1602540051-9_dblbig.jpg,2020.0,True,0.33000001311302185,0.3199999928474426,0.05999999865889549,0.019999999552965164,0.0,0.0,0.27000001072883606
74,2020-10-16,16.0,10.0,Donald Trump,Buzzfeed,A Woman Named Paulette Made Us All Think She Loved Trump But She's Actually Voting For Biden,"https://img.buzzfeed.com/buzzfeed-static/static/2020-10/16/17/asset/08d86748a227/sub-buzz-2130-1602867931-9.jpg?crop=702:367;146,50%26downsize=1250:*",2020.0,True,0.9900000095367432,0.0,0.0,0.0,0.0,0.0,0.0
75,2020-10-6,6.0,10.0,Donald Trump,CBC News,Trump may have wasted chance to help his re-election by showing empathy for those hurt by COVID-19 - CBC.ca,https://i.cbc.ca/1.5751730.1601972865!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/virus-outbreak-trump.jpg,2020.0,True,0.0,0.38999998569488525,0.25,0.10999999940395355,0.009999999776482582,0.0,0.23999999463558197
76,2020-10-10,10.0,10.0,Donald Trump,CBC News,"Trudeau and Trump discuss COVID-19 diagnosis, detained Canadians in Saturday phone call",https://i.cbc.ca/1.5523423.1586193105!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/trump-trudeau-composite.jpg,2020.0,True,0.0,0.4399999976158142,0.09000000357627869,0.46000000834465027,0.0,0.0,0.0
77,2020-10-14,14.0,10.0,Donald Trump,CBC News,Melania Trump says son Barron previously tested positive for coronavirus,https://i.cbc.ca/1.5762377.1602707159!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/virus-outbreak-melania-trump.jpg,2020.0,True,0.0,0.4399999976158142,0.4000000059604645,0.05000000074505806,0.0,0.0,0.10999999940395355
78,2020-10-28,28.0,10.0,Donald Trump,CBC News,Former U.S. Homeland Security chief of staff outs himself as 'Anonymous' who wrote criticism of Trump,https://i.cbc.ca/1.4813529.1536267082!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/usa-kuwait-trump.jpg,2020.0,True,0.0,0.5899999737739563,0.28999999165534973,0.019999999552965164,0.0,0.0,0.10999999940395355
79,2020-10-15,15.0,10.0,Donald Trump,CBC News,"Trump and Biden to headline duelling town halls, as early voters swamp polls",https://i.cbc.ca/1.5764197.1602796687!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/us-election-debate-global-reaction.jpg,2020.0,True,0.0,0.5099999904632568,0.30000001192092896,0.11999999731779099,0.009999999776482582,0.029999999329447746,0.029999999329447746
80,2020-10-15,15.0,10.0,Donald Trump,CBC News,"Trump and Biden to headline duelling town halls, as early voters swamp polls",https://i.cbc.ca/1.5764197.1602796687!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/us-election-debate-global-reaction.jpg,2020.0,True,0.0,0.1899999976158142,0.5600000023841858,0.20000000298023224,0.0,0.019999999552965164,0.029999999329447746
81,2020-10-29,29.0,10.0,Donald Trump,CBC News,"Much will be known on U.S. election night, though it may not satisfy Trump",https://i.cbc.ca/1.5780300.1603908089!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/election-2020-trump.jpg,2020.0,True,0.009999999776482582,0.7900000214576721,0.07000000029802322,0.029999999329447746,0.0,0.0,0.10000000149011612
