,date,day,month,name,source,title,urlToImage,year,emotions,happy,sad,angry,fear,surprise,disgust,neutral,source_id,source_bias,source_name,num_articles,top_emotion,top_emotion_prob,top_happy,top_sad,top_angry,top_surprise,top_fear,top_disgust,top_neutral
0,2020-10-23,23.0,10.0,Joe Biden,ABC News,WATCH: Biden and Trump speak on institutional racism in America,https://s.abcnews.com/images/Politics/201022_abcnl_debate_race_issues_hpMain_16x9_992.jpg,2020.0,True,0.0,0.9100000262260436,0.029999999329447743,0.05000000074505806,0.0,0.0,0.009999999776482582,abc-news ,Lean Left,ABC News,59,sad,0.9100000262260436,,1.0,,,,,
1,2020-10-23,23.0,10.0,Joe Biden,ABC News,"WATCH: Biden and Trump speak on climate change, fracking",https://s.abcnews.com/images/Politics/201022_abcnl_debate_climate_change_hpMain_16x9_992.jpg,2020.0,True,0.0,0.7799999713897705,0.119999997317791,0.07000000029802322,0.0,0.009999999776482582,0.009999999776482582,abc-news ,Lean Left,ABC News,59,,0.7799999713897705,,,,,,,
2,2020-10-23,23.0,10.0,Donald Trump,ABC News,"WATCH: Biden and Trump speak on climate change, fracking",https://s.abcnews.com/images/Politics/201022_abcnl_debate_climate_change_hpMain_16x9_992.jpg,2020.0,True,0.0,0.550000011920929,0.14000000059604645,0.05000000074505806,0.009999999776482582,0.0,0.25,abc-news ,Lean Left,ABC News,59,sad,0.550000011920929,,1.0,,,,,
3,2020-10-23,23.0,10.0,Joe Biden,ABC News,WATCH: Biden and Trump discuss relief bill and minimum wage,https://s.abcnews.com/images/Politics/201022_abcnl_debate_covid_relief_hpMain_16x9_992.jpg,2020.0,True,0.0,0.7300000190734863,0.119999997317791,0.05000000074505806,0.0,0.09000000357627869,0.009999999776482582,abc-news ,Lean Left,ABC News,59,sad,0.7300000190734863,,1.0,,,,,
4,2020-10-23,23.0,10.0,Donald Trump,ABC News,WATCH: Biden and Trump discuss relief bill and minimum wage,https://s.abcnews.com/images/Politics/201022_abcnl_debate_covid_relief_hpMain_16x9_992.jpg,2020.0,True,0.0,0.33000001311302185,0.30000001192092896,0.059999998658895486,0.009999999776482582,0.0,0.30000001192092896,abc-news ,Lean Left,ABC News,59,sad,0.33000001311302185,,1.0,,,,,
5,2020-10-24,24.0,10.0,Donald Trump,ABC News,"Trump to vote in Fla., hold 3 rallies; Biden focuses on Pa.",https://s.abcnews.com/images/Politics/WireAP_746a013dccc04972b3805a35be3bbf87_16x9_992.jpg,2020.0,True,0.0,0.4399999976158142,0.15000000596046448,0.03999999910593033,0.0,0.0,0.3700000047683716,abc-news ,Lean Left,ABC News,59,sad,0.4399999976158142,,1.0,,,,,
6,2020-10-25,25.0,10.0,Donald Trump,ABC News,"Trump, Biden favorability unchanged as 2020 race heads into final week: POLL",https://s.abcnews.com/images/International/trump-nc-rt-rc-201024_1603562753966_hpMain_16x9_992.jpg,2020.0,True,0.6299999952316284,0.009999999776482582,0.10000000149011612,0.0,0.029999999329447743,0.0,0.23000000417232516,abc-news ,Lean Left,ABC News,59,sad,0.6299999952316284,,1.0,,,,,
7,2020-10-28,28.0,10.0,Donald Trump,ABC News,Trump to appeal to Nevada voters from neighboring Arizona,https://s.abcnews.com/images/Politics/WireAP_dc138608d43a47848f2881927af956b5_16x9_992.jpg,2020.0,True,0.09000000357627869,0.5,0.20000000298023224,0.029999999329447743,0.0,0.0,0.18000000715255735,abc-news ,Lean Left,ABC News,59,happy,0.5,1.0,,,,,,
8,2020-10-23,23.0,10.0,Joe Biden,ABC News,WATCH: Biden and Trump address health care for American families,https://s.abcnews.com/images/Politics/201022_abcnl_debate_healthcare_hpMain_16x9_992.jpg,2020.0,True,0.0,0.8799999952316284,0.019999999552965164,0.019999999552965164,0.0,0.009999999776482582,0.07000000029802322,abc-news ,Lean Left,ABC News,59,sad,0.8799999952316284,,1.0,,,,,
9,2020-10-23,23.0,10.0,Donald Trump,ABC News,WATCH: Biden and Trump address health care for American families,https://s.abcnews.com/images/Politics/201022_abcnl_debate_healthcare_hpMain_16x9_992.jpg,2020.0,True,0.009999999776482582,0.2800000011920929,0.25,0.05000000074505806,0.0,0.0,0.4099999964237213,abc-news ,Lean Left,ABC News,59,sad,0.4099999964237213,,1.0,,,,,
